countyfips,periods,final_consumer_spending,average_consumer_spending,sd_consumer_spending,positive_consumer_spending,negative_consumer_spending,max_increase_consumer_spending,max_decrease_consumer_spending
8109,231,0.185,0.12100379653679653,0.15102195083668896,179,52,0.516,-0.277
8113,231,-0.213,-0.1632861341991342,0.13992688086961455,26,205,0.322,-0.592
8117,231,0.256,0.13302096536796537,0.14754635560825302,194,37,0.548,-0.404
8119,231,0.0857,0.11063056277056277,0.1372176764697933,184,47,0.409,-0.401
8123,231,0.127,0.0739966277056277,0.10535203744659023,184,47,0.241,-0.348
8125,231,0.0555,0.0770665974025974,0.15814678450650177,171,60,0.503,-0.319
9001,231,0.162,0.09583662337662338,0.13551865595886298,184,47,0.317,-0.382
9003,231,0.219,0.13243878787878788,0.15205700174692222,185,46,0.35,-0.381
9005,231,0.682,0.4597832467532468,0.2533751134588445,209,22,0.736,-0.366
9007,231,0.342,0.12963411255411256,0.14257258525416744,189,42,0.407,-0.361
9011,231,0.528,0.3007038961038961,0.20206515108072473,212,19,0.642,-0.365
9013,231,0.348,0.13330333333333333,0.16663865030467068,182,49,0.421,-0.39
10001,231,0.233,0.10637320346320346,0.13995806196748084,186,45,0.332,-0.404
10003,231,0.262,0.13423102987012986,0.12495303932374309,195,36,0.316,-0.35
10005,231,0.155,0.07311616017316018,0.14208016988800606,164,67,0.386,-0.394
12005,231,0.363,0.23369463203463203,0.13226750314261398,220,11,0.49,-0.229
12009,231,0.2,0.060119567099567096,0.10091196149543057,182,49,0.229,-0.335
12011,231,0.167,0.054900705627705625,0.12234191131617805,167,64,0.239,-0.406
12013,231,0.568,0.2757581818181818,0.18448874907649593,214,17,0.736,-0.302
12015,231,0.126,0.06167299567099567,0.11712008852587448,171,60,0.289,-0.333
12017,231,0.287,0.1822121948051948,0.15440359572638132,202,29,0.53,-0.277
12021,231,0.141,0.03782965800865801,0.1102988863804791,151,80,0.25,-0.384
12027,231,-0.00309,0.14959329437229438,0.16941144807081987,188,43,0.685,-0.407
12029,231,0.736,0.419825670995671,0.24541643331702098,219,12,0.736,-0.188
12033,231,0.261,0.15210625541125541,0.12317049179872114,203,28,0.39,-0.303
12039,231,0.441,0.18001515151515152,0.1146855833586028,222,9,0.588,-0.201
12041,231,0.422,0.3061448051948052,0.1588870501025429,222,9,0.728,-0.125
12047,231,0.278,0.14060883982683983,0.09394442290393025,219,12,0.371,-0.222
12053,231,0.207,0.1317791168831169,0.123787063388073,195,36,0.384,-0.322
12055,231,0.189,0.11676051948051948,0.1363012362433595,185,46,0.358,-0.313
12057,231,0.24,0.11509965367965368,0.12697114705065005,185,46,0.313,-0.362
12059,231,0.322,0.1906207012987013,0.1272848085756196,210,21,0.432,-0.266
12061,231,0.108,0.04950004329004329,0.11067051019756538,171,60,0.27,-0.382
12063,231,0.401,0.21236406926406926,0.0899078521447495,224,7,0.466,-0.144
12065,231,0.385,0.2121035367965368,0.17343086265713364,208,23,0.736,-0.213
12067,231,0.395,0.2430172987012987,0.11914244120033636,225,6,0.503,-0.216
12069,231,0.129,0.05276509090909091,0.10434382950421527,177,54,0.228,-0.341
12071,231,0.209,0.10657681385281385,0.13404099612449843,182,49,0.319,-0.377
12073,231,0.664,0.22131761904761904,0.15100957485609798,220,11,0.686,-0.236
12075,231,0.736,0.3183025021645022,0.2503537495805359,214,17,0.736,-0.181
12083,231,0.269,0.14130297402597403,0.11975188624902458,189,42,0.314,-0.314
12085,231,0.194,0.04163438528138528,0.11465130175302833,167,64,0.272,-0.409
12086,231,0.205,0.06476001731601731,0.14047906534451765,173,58,0.272,-0.447
12087,231,0.281,0.10619202597402598,0.1399639653668019,186,45,0.354,-0.378
12091,231,0.129,0.14181645021645023,0.11853568741080867,205,26,0.353,-0.31
12093,231,0.174,0.042266320346320344,0.17304433832644184,130,101,0.531,-0.333
12099,231,0.161,0.055903441558441555,0.1173089707917211,174,57,0.226,-0.404
12101,231,0.285,0.16233108225108225,0.14414215807636085,197,34,0.418,-0.313
12103,231,0.206,0.0845104329004329,0.11522128208377641,183,48,0.297,-0.343
12105,231,0.17,0.09959783549783549,0.11572001962604,185,46,0.298,-0.36
12111,231,0.116,0.10979877489177489,0.12218986135771932,190,41,0.309,-0.355
12113,231,0.249,0.18322416883116882,0.1383021858363278,203,28,0.469,-0.312
12115,231,0.262,0.1440540476190476,0.1454913112725065,190,41,0.374,-0.338
12117,231,0.253,0.11103304761904761,0.12698942827739426,184,47,0.339,-0.321
12119,231,0.165,0.07391199134199135,0.11928239475193499,168,63,0.335,-0.379
12127,231,0.29,0.16278580952380953,0.13183915647365657,188,43,0.474,-0.303
12129,231,0.667,0.17846082251082251,0.15309377525958912,210,21,0.736,-0.268
12131,231,0.221,0.04475878354978355,0.12534230692924178,156,75,0.279,-0.459
12133,231,0.335,0.18828372294372295,0.1288405294995779,212,19,0.446,-0.18
13009,231,0.293,0.1705949696969697,0.18913603153100966,189,42,0.736,-0.408
13013,231,0.273,0.16226555844155843,0.1283551445360296,199,32,0.381,-0.294
13015,231,0.271,0.1059847696969697,0.11978121741321238,187,44,0.336,-0.284
13021,231,0.182,0.1003617316017316,0.12628052553751903,184,47,0.338,-0.382
13023,231,0.257,0.09919057142857143,0.15460555791950845,172,59,0.525,-0.356
13025,231,0.532,0.2443530303030303,0.25080695292420657,192,39,0.736,-0.249
13029,231,0.315,0.11769965367965368,0.14462541978402563,185,46,0.445,-0.306
13031,231,-0.0128,0.05740394805194805,0.15347774066505365,158,73,0.382,-0.491
13035,231,0.114,0.17265852813852814,0.1646208802000044,200,31,0.624,-0.39
13045,231,0.299,0.18523252813852814,0.13909683613620571,207,24,0.502,-0.269
13047,231,0.441,0.24681493506493507,0.1539184934784306,219,12,0.67,-0.241
13051,231,0.211,0.10211935064935065,0.13217733826029524,179,52,0.335,-0.337
13057,231,0.27,0.14099306493506494,0.11755699433584704,203,28,0.367,-0.333
13059,231,0.337,0.1962894852813853,0.15094557217225266,206,25,0.507,-0.259
13063,231,0.307,0.21961857142857144,0.13486935037816625,214,17,0.44,-0.307
13067,231,0.229,0.11318714285714286,0.12246077702347208,185,46,0.302,-0.346
13069,231,0.338,0.1879699567099567,0.21975373664626985,187,44,0.736,-0.331
13071,231,0.595,0.24665212554112553,0.21392026486965082,202,29,0.736,-0.242
13073,231,0.219,0.1300551082251082,0.14112017100718427,186,45,0.366,-0.347
13077,231,0.192,0.12110653246753247,0.13117084275666413,188,43,0.415,-0.294
13085,231,0.367,0.24160454545454546,0.14273808213902578,217,14,0.576,-0.284
13087,231,0.361,0.2598871774891775,0.13883113090720217,225,6,0.736,-0.205
13089,231,0.171,0.09755679653679654,0.1107303904168459,192,39,0.284,-0.324
13091,231,0.736,0.38679640692640693,0.28289050360225604,214,17,0.736,-0.334
13095,231,0.372,0.01454774891774892,0.18527552776091208,124,107,0.706,-0.431
13103,231,0.362,0.13788987012987014,0.14919652768275726,192,39,0.434,-0.305
13107,231,0.302,0.22973164502164503,0.17853393353225466,206,25,0.736,-0.295
13111,231,0.168,0.09863185497835499,0.17551238168296787,160,71,0.736,-0.305
13113,231,0.339,0.16454314718614718,0.14253079734235619,199,32,0.387,-0.328
13115,231,-0.152,-0.17844541125541125,0.09285339879841281,3,228,0.0704,-0.531
13117,231,0.274,0.12472351948051948,0.11734192437650381,202,29,0.302,-0.324
13119,231,0.393,0.21685526406926406,0.18356190116184704,204,27,0.736,-0.259
13121,231,0.219,0.13265900432900432,0.1311325049291911,202,29,0.343,-0.339
13123,231,-0.0157,-0.01639982683982684,0.1291797102555545,108,123,0.478,-0.358
13127,231,0.265,0.11469125541125541,0.13204207832841264,195,36,0.363,-0.349
13129,231,0.361,0.20879854978354978,0.13631594503912398,211,20,0.427,-0.27
13131,231,0.455,0.2384130303030303,0.18986325335881804,201,30,0.736,-0.265
13133,231,0.4,0.15719425108225107,0.20297523387573813,176,55,0.643,-0.362
13135,231,0.254,0.12931628831168832,0.12360097185263691,200,31,0.309,-0.344
13137,231,0.137,0.1051069567099567,0.19237689457269264,169,62,0.545,-0.412
13139,231,0.175,0.06499955844155844,0.09887286849368433,180,51,0.24,-0.339
13143,231,0.355,0.17648359307359307,0.20237453511526754,189,42,0.736,-0.407
13145,231,0.278,0.15321480519480518,0.1141221733278445,210,21,0.47,-0.294
13151,231,0.239,0.15051619047619047,0.11613911869237609,207,24,0.355,-0.291
13153,231,0.25,0.14558712554112554,0.12114396755928836,198,33,0.327,-0.313
13157,231,0.344,0.22649974025974026,0.13040768541609968,218,13,0.424,-0.264
13159,231,0.284,0.0970725974025974,0.18130687533477308,168,63,0.736,-0.443
13169,231,0.155,0.08656380952380953,0.15373041161959067,180,51,0.488,-0.396
13175,231,0.257,0.1541303896103896,0.1188990084184516,199,32,0.384,-0.315
13179,231,0.291,0.19714428571428572,0.15382229422371924,211,20,0.711,-0.346
13185,231,0.244,0.051201025974025975,0.12512982479030127,146,85,0.465,-0.243
13187,231,0.222,0.2571065757575758,0.19103542993059444,210,21,0.736,-0.315
13191,231,0.0621,-0.043929277056277055,0.17839019713206933,83,148,0.736,-0.446
13195,231,0.0795,0.0440374329004329,0.15440010005046756,146,85,0.433,-0.492
13197,231,0.116,0.2315742857142857,0.16258275138548534,214,17,0.736,-0.32
13199,231,0.02,0.03351395238095238,0.16562194244016776,144,87,0.576,-0.483
13207,231,0.515,0.20804267965367965,0.19098316458644582,192,39,0.582,-0.335
13211,231,0.249,0.06450259740259741,0.15701414012537573,152,79,0.537,-0.375
13213,231,0.516,0.3028678787878788,0.21514394999284636,214,17,0.736,-0.389
13215,231,0.327,0.1960043896103896,0.12211635961593166,214,17,0.663,-0.3
13217,231,0.32,0.12336277056277056,0.12408162742861686,190,41,0.44,-0.388
13219,231,0.257,0.156060829004329,0.1698157289800188,188,43,0.582,-0.368
13223,231,0.0599,0.04044461904761905,0.0887843266250465,169,62,0.191,-0.278
13225,231,0.0943,0.0840103896103896,0.13011242605940807,177,54,0.343,-0.329
13231,231,0.303,0.041258554112554115,0.1737059747539812,137,94,0.736,-0.439
13237,231,0.202,0.15399203463203465,0.17843755644292075,193,38,0.736,-0.378
13241,231,0.452,0.5258463203463204,0.21449282641670644,223,8,0.736,-0.257
13245,231,0.156,0.08547862337662337,0.14282681936019173,191,40,0.322,-0.481
13247,231,0.308,0.09804658008658008,0.11605177496719277,191,40,0.347,-0.355
13255,231,0.278,0.16855923376623377,0.14728691099526706,204,27,0.599,-0.335
13257,231,0.411,0.27910238095238094,0.12494286211305579,226,5,0.548,-0.12
13261,231,0.382,0.16736864588744588,0.18988134520580585,191,40,0.736,-0.409
13275,231,0.736,0.21730610389610389,0.1602701627754172,222,9,0.736,-0.154
13281,231,0.513,0.28672606926406924,0.19789620934101543,218,13,0.736,-0.3
13285,231,0.351,0.34096458874458874,0.21457507609566534,212,19,0.736,-0.262
13289,231,0.517,0.26568974025974024,0.15054531762005602,218,13,0.613,-0.207
13291,231,0.0551,-0.11933666666666666,0.12487484740528315,41,190,0.273,-0.499
13295,231,0.389,0.11982134199134199,0.16265746316407936,175,56,0.46,-0.345
13297,231,0.217,0.18009891774891776,0.11452664355339437,215,16,0.414,-0.268
13299,231,0.736,0.3813511688311688,0.2706556679105504,222,9,0.736,-0.21
13305,231,0.527,0.13792860173160174,0.18243838631066844,179,52,0.633,-0.367
13311,231,0.382,0.17203112554112554,0.21698048328891903,178,53,0.712,-0.467
13313,231,0.248,0.29893596103896103,0.19497665272937334,205,26,0.632,-0.36
15003,231,0.359,0.19889900432900431,0.1388234272027192,211,20,0.408,-0.286
15009,231,0.346,0.21597359307359307,0.12812345396255348,217,14,0.446,-0.26
16001,231,0.109,0.07328875238095238,0.0838782527763662,202,29,0.198,-0.293
16005,231,0.379,0.26215651168831167,0.19548526595622803,203,28,0.619,-0.312
16011,231,0.3,0.2230800432900433,0.14963576593064337,204,27,0.517,-0.225
16013,231,0.0937,-0.010894714285714285,0.12287400437753376,115,116,0.33,-0.527
16017,231,-0.0311,-2.5083982683982663e-4,0.11576607460052087,118,113,0.337,-0.39
16019,231,0.349,0.2471999303030303,0.1537374528205273,209,22,0.523,-0.241
16021,231,0.0255,0.0914705974025974,0.14874563344298414,166,65,0.561,-0.294
16023,231,0.374,0.27397354978354976,0.20370882932017556,198,33,0.736,-0.306
16027,231,0.14,0.13989991341991342,0.10511227589744357,214,17,0.368,-0.265
16031,231,0.0494,0.09500817575757575,0.14216939542442997,176,55,0.619,-0.338
16037,231,0.483,0.2875405194805195,0.1983889789862512,203,28,0.736,-0.348
16039,231,0.137,0.03274541125541126,0.14534028020829526,137,94,0.423,-0.348
16041,231,0.376,0.16691220779220778,0.34417590016540917,153,78,0.736,-0.577
16043,231,0.53,0.2872122943722944,0.18947544953604645,205,26,0.692,-0.231
16045,231,-0.047,-0.009978017316017315,0.11707152690585898,105,126,0.323,-0.325
16047,231,0.337,0.17230076623376622,0.12711296304970454,199,32,0.459,-0.174
16049,231,0.127,0.07625064935064935,0.15196923809360374,164,67,0.467,-0.38
16051,231,0.28,0.25567588744588743,0.15955930491844353,210,21,0.606,-0.288
16053,231,0.353,0.21899944588744588,0.125383942827327,216,15,0.465,-0.231
16055,231,0.0164,0.027869805194805194,0.10124678727519626,159,72,0.226,-0.381
16057,231,0.0109,0.08592813852813853,0.14771765846134463,173,58,0.387,-0.432
16059,231,0.256,0.25018008658008656,0.1683974440036101,208,23,0.609,-0.264
16065,231,0.288,0.2509270562770563,0.17563083903458548,197,34,0.585,-0.266
16067,231,-0.11,0.09697082683982684,0.14029019447765614,178,53,0.566,-0.224
16069,231,0.101,0.04319812987012987,0.14233050797498703,146,85,0.356,-0.332
16075,231,0.331,0.24393575757575758,0.19272481187301443,203,28,0.728,-0.265
16081,231,0.206,0.17432683982683983,0.17209264989979992,198,33,0.649,-0.441
16083,231,0.367,0.24566799567099568,0.13270036152044387,215,16,0.431,-0.258
17001,231,0.384,0.16812727272727274,0.13744315108724228,192,39,0.461,-0.325
17007,231,-0.105,-0.05152194805194805,0.14884105586049454,86,145,0.431,-0.404
17011,231,0.176,-0.03421352813852814,0.1995334186240879,116,115,0.474,-0.569
17021,231,0.456,0.15842298701298702,0.20787551568854395,181,50,0.632,-0.451
17027,231,-0.0427,-0.12054562770562771,0.13941812222800354,46,185,0.255,-0.453
17031,231,0.213,0.1115978354978355,0.1447602341702779,180,51,0.307,-0.412
17037,231,0.47,0.303720303030303,0.22861266535227875,200,31,0.736,-0.461
17043,231,0.221,0.10497822077922078,0.13281684049111522,180,51,0.345,-0.43
17049,231,0.404,0.15324844588744588,0.17248651669274317,184,47,0.598,-0.359
17057,231,0.0183,0.015242171428571429,0.13071127309504602,145,86,0.353,-0.367
17061,231,0.388,0.2437955844155844,0.12754607428206355,225,6,0.516,-0.306
17063,231,0.337,0.23177917748917748,0.184662807327816,206,25,0.707,-0.35
17067,231,0.385,0.2502870354978355,0.18030721369125324,207,24,0.736,-0.339
17073,231,0.289,0.14329978354978354,0.1553564788882705,186,45,0.43,-0.42
17075,231,-0.0759,-0.15433341991341992,0.11928031681347474,15,216,0.116,-0.509
17077,231,0.0656,-0.01998152813852814,0.19936981055770583,97,134,0.504,-0.609
17083,231,0.235,0.1404594805194805,0.10691910187121083,211,20,0.414,-0.301
17089,231,0.268,0.16801926406926407,0.1552285316694024,188,43,0.407,-0.362
17091,231,0.0869,0.019337104761904762,0.08728759278707979,151,80,0.212,-0.347
17093,231,0.38,0.17940627705627707,0.15042014847691967,202,29,0.511,-0.404
17095,231,0.133,0.06528887445887446,0.14402530913315742,165,66,0.433,-0.367
17097,231,0.177,0.07990874458874458,0.14243033187180582,180,51,0.278,-0.461
17099,231,0.174,0.12705926406926407,0.12154467521065966,190,41,0.303,-0.336
17101,231,0.245,0.14979060606060607,0.08941437768140442,217,14,0.332,-0.2
17107,231,0.242,0.07329441558441559,0.1397113966328928,167,64,0.36,-0.39
17109,231,0.359,0.22084086580086582,0.1230572688845892,222,9,0.522,-0.285
17115,231,0.369,0.19694632034632034,0.14750747005656437,200,31,0.532,-0.318
17117,231,0.385,0.23430086580086582,0.11964966589147996,221,10,0.439,-0.304
17119,231,0.322,0.22183571428571427,0.12362128650345856,217,14,0.414,-0.309
17123,231,0.186,-0.0185139696969697,0.15173894427980988,97,134,0.491,-0.367
17125,231,0.0936,0.14436935064935064,0.14888156443823564,193,38,0.579,-0.366
17129,231,0.736,0.39723402597402596,0.21457357273313085,215,16,0.736,-0.399
17131,231,0.0963,0.009378008658008658,0.14856947930007555,131,100,0.469,-0.526
17133,231,0.357,0.20284705974025974,0.11688004877227236,215,16,0.399,-0.251
17135,231,0.409,0.26030139393939394,0.19062897423181654,211,20,0.736,-0.315
17137,231,0.41,0.15659781385281385,0.16583118433359448,182,49,0.533,-0.41
17143,231,0.36,0.11729240692640693,0.12594589356354832,186,45,0.367,-0.361
17147,231,0.185,0.05343125541125541,0.14071876305991587,163,68,0.438,-0.329
17149,231,0.358,0.19002175324675324,0.10970538432180696,220,11,0.457,-0.239
17157,231,0.337,0.2949910822510822,0.16979658535806433,220,11,0.731,-0.237
17161,231,0.177,0.10762848051948053,0.13094023440963706,184,47,0.295,-0.405
17163,231,0.261,0.14940997835497835,0.13250754646967308,189,42,0.359,-0.343
17167,231,0.333,0.19011490909090908,0.13338491672940045,205,26,0.4,-0.367
17171,231,0.447,0.2953982683982684,0.14006793395422776,220,11,0.617,-0.31
17173,231,0.388,0.21947639393939394,0.17761488236270645,201,30,0.736,-0.292
17179,231,0.313,0.09614770562770562,0.11672439774182272,187,44,0.387,-0.354
17183,231,0.213,0.17600233766233767,0.12131696002688062,209,22,0.462,-0.267
17185,231,0.275,0.22393155844155843,0.11185998367211537,222,9,0.496,-0.235
17187,231,0.0377,0.0014576190476190472,0.1481799606382091,115,116,0.355,-0.417
17195,231,0.333,0.13276497835497836,0.1253182891884031,191,40,0.369,-0.4
17197,231,0.0511,0.07154311688311689,0.1495651787788426,167,64,0.402,-0.409
17201,231,0.572,0.2730460606060606,0.2645544514619377,186,45,0.736,-0.39
18001,231,-0.0178,-0.14301675324675325,0.1204276831323685,22,209,0.165,-0.567
18003,231,-0.159,-0.09832004329004329,0.0914490158717477,16,215,0.0369,-0.519
18005,231,0.29,0.16484367965367966,0.17208483983921488,186,45,0.47,-0.417
18011,231,0.177,-0.03161905367965368,0.1576684569706056,95,136,0.736,-0.474
18019,231,0.03,0.1391000432900433,0.17086245594807192,179,52,0.514,-0.331
18029,231,0.471,0.2491404761904762,0.20935331374048055,201,30,0.704,-0.307
18031,231,0.057,0.09485380952380952,0.1862775635168451,167,64,0.671,-0.495
18037,231,0.0706,0.007779560606060606,0.12280498121041401,130,101,0.249,-0.538
18043,231,0.164,0.1533702857142857,0.16638305082914445,187,44,0.547,-0.33
18051,231,0.324,0.21200017316017317,0.10727974516458631,223,8,0.501,-0.232
18053,231,0.154,0.052665367965367964,0.13646065602031396,167,64,0.322,-0.437
18055,231,0.328,0.2046591774891775,0.11064778869956302,219,12,0.422,-0.287
18057,231,0.0657,-0.04859402424242424,0.13571674327228342,104,127,0.22,-0.522
18063,231,0.0615,-0.03392557575757576,0.15594257860984856,79,152,0.535,-0.486
18069,231,-0.381,-0.27122627705627705,0.09188012415520061,3,228,0.0609,-0.621
18079,231,0.312,0.13344307359307359,0.18651394950416547,178,53,0.503,-0.372
18081,231,0.0784,-0.04524577922077922,0.13691534225825286,106,125,0.219,-0.486
18085,231,0.109,0.13289987012987012,0.13470225861209772,200,31,0.427,-0.348
18087,231,0.186,0.2159286277056277,0.21211653334423,202,29,0.736,-0.367
18091,231,0.175,0.15173007965367966,0.1656411817432186,189,42,0.691,-0.379
18097,231,-0.0234,-0.09108006060606061,0.12603701032762854,49,182,0.147,-0.527
18099,231,-0.256,-0.2902651948051948,0.13543774134853373,4,227,0.102,-0.711
18105,231,-0.00927,-0.009553926406926407,0.13040344394398135,114,117,0.355,-0.466
18109,231,0.112,-0.033278632034632036,0.1587718286686045,99,132,0.35,-0.533
18113,231,0.32,0.1756104329004329,0.16083003058260945,202,29,0.663,-0.352
18127,231,-0.112,-0.09233170995670996,0.1496644498485742,64,167,0.257,-0.545
18129,231,0.017,-0.0019416363636363635,0.0754785440054916,106,125,0.316,-0.285
18139,231,0.138,0.03209878787878788,0.14079424917635333,143,88,0.41,-0.483
18141,231,0.235,0.09779536796536796,0.10355004638681645,207,24,0.363,-0.305
18143,231,0.349,0.2619304372294372,0.17181176549752802,213,18,0.698,-0.356
18147,231,0.131,0.05290815151515151,0.09693747990372785,165,66,0.356,-0.329
18151,231,-0.0469,-0.01580943722943723,0.1504441711273775,106,125,0.49,-0.534
18163,231,0.17,0.11090597402597403,0.07764876782123362,220,11,0.383,-0.284
18173,231,0.166,0.09347938528138529,0.08253624217583107,209,22,0.272,-0.38
18177,231,-0.311,-0.27950359307359307,0.13111477861711965,6,225,0.0814,-0.63
18179,231,-0.0698,-0.04634369696969697,0.1108687511766638,89,142,0.194,-0.429
18183,231,0.0119,0.05021746753246753,0.12176557385872938,158,73,0.399,-0.379
19011,231,0.24,0.0919624329004329,0.2529117999915034,127,104,0.736,-0.402
19013,231,0.0419,0.04148650216450216,0.1158822931246025,171,60,0.235,-0.41
19015,231,-0.0534,0.06686880952380952,0.14698013136859273,159,72,0.392,-0.443
19017,231,0.139,0.1418634632034632,0.13556491633209525,194,37,0.417,-0.34
19019,231,0.212,0.1099208658008658,0.13960055135101723,190,41,0.396,-0.347
19023,231,0.347,0.11728393116883117,0.1868910637791312,180,51,0.524,-0.371
19029,231,-0.0334,0.11798195238095238,0.19702263859461602,167,64,0.639,-0.407
19031,231,0.495,0.29331679653679654,0.2067135180181314,199,32,0.736,-0.342
19033,231,0.176,0.11393005411255411,0.16234352504938107,182,49,0.46,-0.39
19041,231,-0.224,-0.19927385281385282,0.14354703368084465,20,211,0.287,-0.571
19045,231,0.291,0.19862017316017316,0.10136179018084447,219,12,0.391,-0.229
19047,231,-0.171,-0.030179428571428572,0.16196107919242944,95,136,0.491,-0.485
19049,231,0.0494,0.023102,0.10726486766103396,168,63,0.204,-0.382
19059,231,0.153,-0.006737753246753247,0.22532721546110723,100,131,0.736,-0.464
19061,231,0.287,0.063206341991342,0.15923683035389913,150,81,0.323,-0.484
19075,231,-0.226,-0.0998743722943723,0.16131188744955857,58,173,0.38,-0.49
19087,231,0.199,0.008880952380952382,0.14913936616523246,125,106,0.34,-0.421
19097,231,0.229,0.17223584415584417,0.11124989470264464,211,20,0.408,-0.245
19099,231,-0.095,-0.1428861038961039,0.1350169646521681,28,203,0.239,-0.494
19103,231,-0.00462,-0.053747025974025975,0.10502802303000199,78,153,0.186,-0.488
19105,231,-0.036,0.10787961038961039,0.23210606933286318,154,77,0.736,-0.367
19111,231,0.132,0.0750553748917749,0.1547773660239975,162,69,0.588,-0.388
19113,231,0.188,0.12061654545454545,0.14001809622227365,178,53,0.329,-0.37
19115,231,0.33,0.12726467532467534,0.12759902007853674,192,39,0.496,-0.274
19121,231,0.0624,0.07066991341991342,0.18645097271422165,158,73,0.613,-0.515
19125,231,0.0452,0.11438476666666667,0.1287082998236108,191,40,0.471,-0.356
19127,231,-0.226,-0.180481341991342,0.1161091248498955,12,219,0.118,-0.571
19129,231,0.108,0.1413477922077922,0.1666094732237509,189,42,0.735,-0.289
19139,231,0.385,0.2496349696969697,0.15303517602682054,217,14,0.626,-0.285
19147,231,0.134,0.12644770562770563,0.23289407543087035,164,67,0.736,-0.51
19149,231,0.736,0.40945800865800863,0.3125770186695835,195,36,0.736,-0.351
19153,231,-0.0146,-0.03697923809523809,0.09934204929657463,85,146,0.152,-0.408
19155,231,0.22,0.12917051948051947,0.15803390099344897,186,45,0.427,-0.374
19157,231,0.0215,-0.08057385281385282,0.1789438911997277,74,157,0.516,-0.577
19163,231,0.33,0.18195926406926408,0.13631578803541766,192,39,0.403,-0.333
19167,231,-0.025,-0.14578593073593074,0.1616094306892915,33,198,0.287,-0.672
19169,231,-0.204,-0.07812724675324675,0.10879312218580042,56,175,0.183,-0.411
19171,231,-0.331,-0.20865621212121213,0.142353412387294,18,213,0.247,-0.601
19179,231,0.0639,-5.192770562770559e-4,0.15099052336142718,120,111,0.346,-0.402
19181,231,-0.006,0.030741155844155845,0.11692151484353101,158,73,0.222,-0.426
19187,231,-0.297,-0.236044329004329,0.11378178336032752,3,228,0.153,-0.518
19193,231,0.245,0.09260506493506493,0.17051888752421465,172,59,0.736,-0.379
20015,231,0.21,0.1493533896103896,0.10195894416178834,211,20,0.379,-0.284
20041,231,0.326,0.22758099567099568,0.12855436027764922,210,21,0.435,-0.269
20045,231,0.428,0.20629471861471863,0.19586142302943715,183,48,0.546,-0.315
20051,231,0.306,0.08962391341991342,0.2595090231806331,143,88,0.689,-0.5
20057,231,0.418,0.2871130303030303,0.2173374270863545,205,26,0.736,-0.343
20103,231,0.467,0.25532995670995673,0.18112428948940448,209,22,0.668,-0.316
20111,231,-0.185,-0.08684917748917749,0.15441096598453447,75,156,0.302,-0.484
20113,231,0.285,0.018992164502164503,0.16057961520309114,135,96,0.453,-0.415
20123,231,0.0357,0.04744030735930736,0.1264161190169227,149,82,0.466,-0.284
20125,231,-0.149,0.04780121212121212,0.246283223697933,118,113,0.736,-0.467
20149,231,0.292,0.07249422077922078,0.15100020260150157,167,64,0.506,-0.337
20151,231,-0.187,-0.026733896103896104,0.2206680877057462,99,132,0.736,-0.648
20155,231,0.512,0.343733958008658,0.2310177378634328,212,19,0.736,-0.291
20161,231,0.653,0.22730662337662338,0.24510069414130356,179,52,0.736,-0.339
20169,231,0.186,-0.062066060606060604,0.15231441062125625,84,147,0.331,-0.478
20173,231,0.299,0.13333357142857144,0.12321394756909222,197,34,0.337,-0.303
20175,231,0.248,0.11974303030303031,0.22425366160045665,156,75,0.736,-0.433
20209,231,0.161,0.15954100865800866,0.16531276122147828,187,44,0.532,-0.381
21005,231,0.203,0.20690272727272727,0.1917938269621588,191,40,0.736,-0.287
21015,231,0.585,0.29983787878787876,0.1947803800321811,206,25,0.597,-0.299
21027,231,0.723,0.41748783982683985,0.24968800835340815,213,18,0.736,-0.296
21029,231,0.221,0.061615380952380956,0.20246559702695252,145,86,0.676,-0.459
21033,231,0.331,0.20028770562770562,0.12032529900746022,217,14,0.515,-0.179
21037,231,0.245,0.10463917748917749,0.18065359669753414,171,60,0.583,-0.421
21047,231,0.335,0.2013861038961039,0.1228045328063987,214,17,0.427,-0.244
21059,231,0.359,0.25792566666666666,0.1591583275328626,212,19,0.559,-0.276
21067,231,0.412,0.20420405627705626,0.1291825845478149,217,14,0.492,-0.272
21073,231,0.578,0.2608805454545455,0.20469523864269082,197,34,0.736,-0.403
21079,231,0.395,0.19452038961038962,0.1463801856760101,206,25,0.628,-0.298
21091,231,0.323,0.24607233766233766,0.11191632390040847,223,8,0.456,-0.173
21093,231,0.22,0.12499114285714286,0.2032823358620723,164,67,0.593,-0.433
21101,231,0.201,0.14610829004329004,0.08965120155477845,220,11,0.493,-0.222
21107,231,0.379,0.249147012987013,0.12364596755039667,223,8,0.462,-0.228
21109,231,-0.0449,-0.19015451515151516,0.12407692689126891,13,218,0.198,-0.461
21111,231,0.163,0.11632987445887447,0.15956955924608088,176,55,0.499,-0.393
21113,231,0.318,0.19891199134199133,0.12374916538585452,216,15,0.43,-0.253
21117,231,0.364,0.14546939393939395,0.1985426307558585,178,53,0.538,-0.422
21125,231,0.396,0.21517610822510821,0.18785028689166153,193,38,0.736,-0.274
21151,231,0.365,0.18265103896103896,0.12054917016197977,217,14,0.472,-0.25
21155,231,0.433,0.2508296536796537,0.16354837137642045,214,17,0.736,-0.316
21173,231,0.0919,0.2031204329004329,0.13262384349463727,215,16,0.662,-0.107
