"GEO_ID","NAME","H8_001N",
"Geography","Geographic Area Name"," !!Total",
"0500000US16085","Valley County, Idaho","11603",
"0500000US16087","Washington County, Idaho","10353",
"0500000US17001","Adams County, Illinois","64123",
"0500000US17003","Alexander County, Illinois","5161",
"0500000US17005","Bond County, Illinois","14364",
"0500000US17007","Boone County, Illinois","53185",
"0500000US17009","Brown County, Illinois","4538",
"0500000US17011","Bureau County, Illinois","32818",
"0500000US17013","Calhoun County, Illinois","4342",
"0500000US17015","Carroll County, Illinois","14483",
"0500000US17017","Cass County, Illinois","12909",
"0500000US17019","Champaign County, Illinois","190801",
"0500000US17021","Christian County, Illinois","31099",
"0500000US17023","Clark County, Illinois","15230",
"0500000US17025","Clay County, Illinois","12998",
"0500000US17027","Clinton County, Illinois","35165",
"0500000US17029","Coles County, Illinois","44173",
"0500000US17031","Cook County, Illinois","5195182",
"0500000US17033","Crawford County, Illinois","17354",
"0500000US17035","Cumberland County, Illinois","10352",
"0500000US17037","DeKalb County, Illinois","95643",
"0500000US17039","De Witt County, Illinois","15334",
"0500000US17041","Douglas County, Illinois","19501",
"0500000US17043","DuPage County, Illinois","919059",
"0500000US17045","Edgar County, Illinois","16514",
"0500000US17047","Edwards County, Illinois","6223",
"0500000US17049","Effingham County, Illinois","34266",
"0500000US17051","Fayette County, Illinois","19069",
"0500000US17053","Ford County, Illinois","13231",
"0500000US17055","Franklin County, Illinois","37494",
"0500000US17057","Fulton County, Illinois","31653",
"0500000US17059","Gallatin County, Illinois","4863",
"0500000US17061","Greene County, Illinois","11855",
"0500000US17063","Grundy County, Illinois","52315",
"0500000US17065","Hamilton County, Illinois","7910",
"0500000US17067","Hancock County, Illinois","17448",
"0500000US17069","Hardin County, Illinois","3599",
"0500000US17071","Henderson County, Illinois","6338",
"0500000US17073","Henry County, Illinois","48528",
"0500000US17075","Iroquois County, Illinois","26690",
"0500000US17077","Jackson County, Illinois","49895",
"0500000US17079","Jasper County, Illinois","9169",
"0500000US17081","Jefferson County, Illinois","35418",
"0500000US17083","Jersey County, Illinois","20831",
"0500000US17085","Jo Daviess County, Illinois","21812",
"0500000US17087","Johnson County, Illinois","10857",
"0500000US17089","Kane County, Illinois","511034",
"0500000US17091","Kankakee County, Illinois","103655",
"0500000US17093","Kendall County, Illinois","131467",
"0500000US17095","Knox County, Illinois","46348",
"0500000US17097","Lake County, Illinois","694376",
"0500000US17099","LaSalle County, Illinois","106767",
"0500000US17101","Lawrence County, Illinois","13013",
"0500000US17103","Lee County, Illinois","31426",
"0500000US17105","Livingston County, Illinois","34019",
"0500000US17107","Logan County, Illinois","24767",
"0500000US17109","McDonough County, Illinois","24745",
"0500000US17111","McHenry County, Illinois","308386",
"0500000US17113","McLean County, Illinois","162366",
"0500000US17115","Macon County, Illinois","100997",
"0500000US17117","Macoupin County, Illinois","44099",
"0500000US17119","Madison County, Illinois","259175",
"0500000US17121","Marion County, Illinois","36867",
"0500000US17123","Marshall County, Illinois","11503",
"0500000US17125","Mason County, Illinois","12912",
"0500000US17127","Massac County, Illinois","13922",
"0500000US17129","Menard County, Illinois","12194",
"0500000US17131","Mercer County, Illinois","15551",
"0500000US17133","Monroe County, Illinois","34681",
"0500000US17135","Montgomery County, Illinois","25922",
"0500000US17137","Morgan County, Illinois","30448",
"0500000US17139","Moultrie County, Illinois","14121",
"0500000US17141","Ogle County, Illinois","51286",
"0500000US17143","Peoria County, Illinois","177091",
"0500000US17145","Perry County, Illinois","18689",
"0500000US17147","Piatt County, Illinois","16452",
"0500000US17149","Pike County, Illinois","14419",
"0500000US17151","Pope County, Illinois","3669",
"0500000US17153","Pulaski County, Illinois","5038",
"0500000US17155","Putnam County, Illinois","5626",
"0500000US17157","Randolph County, Illinois","27293",
"0500000US17159","Richland County, Illinois","15501",
"0500000US17161","Rock Island County, Illinois","140260",
"0500000US17163","St. Clair County, Illinois","252768",
"0500000US17165","Saline County, Illinois","23148",
"0500000US17167","Sangamon County, Illinois","192643",
"0500000US17169","Schuyler County, Illinois","6320",
"0500000US17171","Scott County, Illinois","4904",
"0500000US17173","Shelby County, Illinois","20803",
"0500000US17175","Stark County, Illinois","5299",
"0500000US17177","Stephenson County, Illinois","43896",
"0500000US17179","Tazewell County, Illinois","128850",
"0500000US17181","Union County, Illinois","16310",
"0500000US17183","Vermilion County, Illinois","71515",
"0500000US17185","Wabash County, Illinois","11031",
"0500000US17187","Warren County, Illinois","15972",
"0500000US17189","Washington County, Illinois","13536",
"0500000US17191","Wayne County, Illinois","16026",
"0500000US17193","White County, Illinois","13316",
"0500000US17195","Whiteside County, Illinois","54732",
"0500000US17197","Will County, Illinois","687761",
"0500000US17199","Williamson County, Illinois","65124",
"0500000US17201","Winnebago County, Illinois","281758",
"0500000US17203","Woodford County, Illinois","37554",
"0500000US18001","Adams County, Indiana","35316",
"0500000US18003","Allen County, Indiana","379155",
"0500000US18005","Bartholomew County, Indiana","80959",
"0500000US18007","Benton County, Indiana","8605",
"0500000US18009","Blackford County, Indiana","11984",
"0500000US18011","Boone County, Indiana","69999",
"0500000US18013","Brown County, Indiana","15322",
"0500000US18015","Carroll County, Indiana","20190",
"0500000US18017","Cass County, Indiana","37144",
"0500000US18019","Clark County, Indiana","119438",
"0500000US18021","Clay County, Indiana","26113",
"0500000US18023","Clinton County, Indiana","32567",
"0500000US18025","Crawford County, Indiana","10451",
"0500000US18027","Daviess County, Indiana","32730",
"0500000US18029","Dearborn County, Indiana","50147",
"0500000US18031","Decatur County, Indiana","25973",
"0500000US18033","DeKalb County, Indiana","42824",
"0500000US18035","Delaware County, Indiana","104040",
"0500000US18037","Dubois County, Indiana","42907",
"0500000US18039","Elkhart County, Indiana","204653",
"0500000US18041","Fayette County, Indiana","23042",
"0500000US18043","Floyd County, Indiana","78749",
"0500000US18045","Fountain County, Indiana","16375",
"0500000US18047","Franklin County, Indiana","22632",
"0500000US18049","Fulton County, Indiana","20328",
"0500000US18051","Gibson County, Indiana","32393",
"0500000US18053","Grant County, Indiana","61970",
"0500000US18055","Greene County, Indiana","30516",
"0500000US18057","Hamilton County, Indiana","344866",
"0500000US18059","Hancock County, Indiana","78995",
"0500000US18061","Harrison County, Indiana","39184",
"0500000US18063","Hendricks County, Indiana","171047",
"0500000US18065","Henry County, Indiana","45191",
"0500000US18067","Howard County, Indiana","82512",
"0500000US18069","Huntington County, Indiana","35421",
"0500000US18071","Jackson County, Indiana","45676",
"0500000US18073","Jasper County, Indiana","32713",
"0500000US18075","Jay County, Indiana","20207",
"0500000US18077","Jefferson County, Indiana","30775",
"0500000US18079","Jennings County, Indiana","27313",
"0500000US18081","Johnson County, Indiana","158782",
"0500000US18083","Knox County, Indiana","34616",
"0500000US18085","Kosciusko County, Indiana","78704",
"0500000US18087","LaGrange County, Indiana","40272",
"0500000US18089","Lake County, Indiana","494392",
"0500000US18091","LaPorte County, Indiana","106041",
"0500000US18093","Lawrence County, Indiana","44414",
"0500000US18095","Madison County, Indiana","124347",
"0500000US18097","Marion County, Indiana","960634",
"0500000US18099","Marshall County, Indiana","45412",
"0500000US18101","Martin County, Indiana","9670",
"0500000US18103","Miami County, Indiana","32601",
"0500000US18105","Monroe County, Indiana","127505",
"0500000US18107","Montgomery County, Indiana","36865",
"0500000US18109","Morgan County, Indiana","71117",
"0500000US18111","Newton County, Indiana","13686",
"0500000US18113","Noble County, Indiana","46759",
"0500000US18115","Ohio County, Indiana","5906",
"0500000US18117","Orange County, Indiana","19601",
"0500000US18119","Owen County, Indiana","21093",
"0500000US18121","Parke County, Indiana","15138",
"0500000US18123","Perry County, Indiana","17600",
"0500000US18125","Pike County, Indiana","12057",
"0500000US18127","Porter County, Indiana","169919",
"0500000US18129","Posey County, Indiana","25005",
"0500000US18131","Pulaski County, Indiana","12350",
"0500000US18133","Putnam County, Indiana","32602",
"0500000US18135","Randolph County, Indiana","24248",
"0500000US18137","Ripley County, Indiana","28449",
"0500000US18139","Rush County, Indiana","16631",
"0500000US18141","St. Joseph County, Indiana","260343",
"0500000US18143","Scott County, Indiana","23996",
"0500000US18145","Shelby County, Indiana","44332",
"0500000US18147","Spencer County, Indiana","19498",
"0500000US18149","Starke County, Indiana","23274",
"0500000US18151","Steuben County, Indiana","32709",
"0500000US18153","Sullivan County, Indiana","18601",
"0500000US18155","Switzerland County, Indiana","9630",
"0500000US18157","Tippecanoe County, Indiana","170385",
"0500000US18159","Tipton County, Indiana","15161",
"0500000US18161","Union County, Indiana","7045",
"0500000US18163","Vanderburgh County, Indiana","173444",
"0500000US18165","Vermillion County, Indiana","15241",
"0500000US18167","Vigo County, Indiana","97293",
"0500000US18169","Wabash County, Indiana","29777",
"0500000US18171","Warren County, Indiana","8355",
"0500000US18173","Warrick County, Indiana","62956",
"0500000US18175","Washington County, Indiana","27834",
"0500000US18177","Wayne County, Indiana","64393",
"0500000US18179","Wells County, Indiana","27708",
"0500000US18181","White County, Indiana","24476",
"0500000US18183","Whitley County, Indiana","33865",
"0500000US19001","Adair County, Iowa","7343",
"0500000US19003","Adams County, Iowa","3630",
"0500000US19005","Allamakee County, Iowa","13828",
"0500000US19007","Appanoose County, Iowa","12132",
"0500000US19009","Audubon County, Iowa","5571",
"0500000US19011","Benton County, Iowa","25253",
"0500000US19013","Black Hawk County, Iowa","126636",
"0500000US19015","Boone County, Iowa","25986",
"0500000US19017","Bremer County, Iowa","23451",
"0500000US19019","Buchanan County, Iowa","20427",
"0500000US19021","Buena Vista County, Iowa","19990",
"0500000US19023","Butler County, Iowa","14128",
"0500000US19025","Calhoun County, Iowa","9228",
"0500000US19027","Carroll County, Iowa","20263",
"0500000US19029","Cass County, Iowa","12947",
"0500000US19031","Cedar County, Iowa","18240",
"0500000US19033","Cerro Gordo County, Iowa","42120",
"0500000US19035","Cherokee County, Iowa","11256",
"0500000US19037","Chickasaw County, Iowa","11817",
"0500000US19039","Clarke County, Iowa","9591",
"0500000US19041","Clay County, Iowa","16101",
"0500000US19043","Clayton County, Iowa","16733",
"0500000US19045","Clinton County, Iowa","45801",
"0500000US19047","Crawford County, Iowa","16059",
"0500000US19049","Dallas County, Iowa","98994",
"0500000US19051","Davis County, Iowa","9018",
"0500000US19053","Decatur County, Iowa","7178",
"0500000US19055","Delaware County, Iowa","17240",
"0500000US19057","Des Moines County, Iowa","38397",
"0500000US19059","Dickinson County, Iowa","17392",
"0500000US19061","Dubuque County, Iowa","95109",
"0500000US19063","Emmet County, Iowa","9027",
"0500000US19065","Fayette County, Iowa","18638",
"0500000US19067","Floyd County, Iowa","15397",
"0500000US19069","Franklin County, Iowa","9853",
"0500000US19071","Fremont County, Iowa","6507",
"0500000US19073","Greene County, Iowa","8658",
"0500000US19075","Grundy County, Iowa","12179",
"0500000US19077","Guthrie County, Iowa","10515",
"0500000US19079","Hamilton County, Iowa","14798",
"0500000US19081","Hancock County, Iowa","10599",
"0500000US19083","Hardin County, Iowa","16215",
"0500000US19085","Harrison County, Iowa","14314",
"0500000US19087","Henry County, Iowa","18478",
"0500000US19089","Howard County, Iowa","9332",
"0500000US19091","Humboldt County, Iowa","9438",
"0500000US19093","Ida County, Iowa","6843",
"0500000US19095","Iowa County, Iowa","16321",
"0500000US19097","Jackson County, Iowa","19274",
"0500000US19099","Jasper County, Iowa","35874",
"0500000US19101","Jefferson County, Iowa","14883",
"0500000US19103","Johnson County, Iowa","143459",
"0500000US19105","Jones County, Iowa","19221",
"0500000US19107","Keokuk County, Iowa","9905",
"0500000US19109","Kossuth County, Iowa","14498",
"0500000US19111","Lee County, Iowa","32368",
"0500000US19113","Linn County, Iowa","224973",
"0500000US19115","Louisa County, Iowa","10703",
"0500000US19117","Lucas County, Iowa","8583",
"0500000US19119","Lyon County, Iowa","11749",
"0500000US19121","Madison County, Iowa","16407",
"0500000US19123","Mahaska County, Iowa","21419",
"0500000US19125","Marion County, Iowa","32012",
"0500000US19127","Marshall County, Iowa","39033",
"0500000US19129","Mills County, Iowa","14190",
"0500000US19131","Mitchell County, Iowa","10331",
"0500000US19133","Monona County, Iowa","8598",
"0500000US19135","Monroe County, Iowa","7484",
"0500000US19137","Montgomery County, Iowa","10118",
"0500000US19139","Muscatine County, Iowa","42506",
"0500000US19141","O'Brien County, Iowa","13609",
"0500000US19143","Osceola County, Iowa","6085",
"0500000US19145","Page County, Iowa","13945",
"0500000US19147","Palo Alto County, Iowa","8653",
"0500000US19149","Plymouth County, Iowa","25387",
"0500000US19151","Pocahontas County, Iowa","6960",
"0500000US19153","Polk County, Iowa","483510",
"0500000US19155","Pottawattamie County, Iowa","91487",
"0500000US19157","Poweshiek County, Iowa","17064",
"0500000US19159","Ringgold County, Iowa","4544",
"0500000US19161","Sac County, Iowa","9656",
"0500000US19163","Scott County, Iowa","171437",
"0500000US19165","Shelby County, Iowa","11552",
"0500000US19167","Sioux County, Iowa","33518",
"0500000US19169","Story County, Iowa","86658",
"0500000US19171","Tama County, Iowa","16879",
"0500000US19173","Taylor County, Iowa","5817",
"0500000US19175","Union County, Iowa","11803",
"0500000US19177","Van Buren County, Iowa","7111",
"0500000US19179","Wapello County, Iowa","34498",
"0500000US19181","Warren County, Iowa","50734",
"0500000US19183","Washington County, Iowa","22219",
"0500000US19185","Wayne County, Iowa","6407",
"0500000US19187","Webster County, Iowa","33913",
"0500000US19189","Winnebago County, Iowa","10137",
"0500000US19191","Winneshiek County, Iowa","18433",
"0500000US19193","Woodbury County, Iowa","103085",
"0500000US19195","Worth County, Iowa","7374",
"0500000US19197","Wright County, Iowa","12777",
"0500000US20001","Allen County, Kansas","12141",
"0500000US20003","Anderson County, Kansas","7744",
"0500000US20005","Atchison County, Kansas","14665",
"0500000US20007","Barber County, Kansas","4173",
"0500000US20009","Barton County, Kansas","24956",
"0500000US20011","Bourbon County, Kansas","13966",
"0500000US20013","Brown County, Kansas","9382",
"0500000US20015","Butler County, Kansas","64796",
"0500000US20017","Chase County, Kansas","2402",
"0500000US20019","Chautauqua County, Kansas","3302",
"0500000US20021","Cherokee County, Kansas","19186",
"0500000US20023","Cheyenne County, Kansas","2590",
"0500000US20025","Clark County, Kansas","1963",
"0500000US20027","Clay County, Kansas","7935",
"0500000US20029","Cloud County, Kansas","8463",
"0500000US20031","Coffey County, Kansas","8252",
"0500000US20033","Comanche County, Kansas","1643",
"0500000US20035","Cowley County, Kansas","32600",
"0500000US20037","Crawford County, Kansas","37476",
"0500000US20039","Decatur County, Kansas","2719",
"0500000US20041","Dickinson County, Kansas","18139",
"0500000US20043","Doniphan County, Kansas","7116",
"0500000US20045","Douglas County, Kansas","110283",
"0500000US20047","Edwards County, Kansas","2860",
"0500000US20049","Elk County, Kansas","2482",
"0500000US20051","Ellis County, Kansas","27117",
"0500000US20053","Ellsworth County, Kansas","5222",
"0500000US20055","Finney County, Kansas","37880",
"0500000US20057","Ford County, Kansas","33630",
"0500000US20059","Franklin County, Kansas","25455",
"0500000US20061","Geary County, Kansas","35827",
"0500000US20063","Gove County, Kansas","2667",
"0500000US20065","Graham County, Kansas","2384",
"0500000US20067","Grant County, Kansas","7301",
"0500000US20069","Gray County, Kansas","5567",
"0500000US20071","Greeley County, Kansas","1263",
"0500000US20073","Greenwood County, Kansas","5910",
"0500000US20075","Hamilton County, Kansas","2518",
"0500000US20077","Harper County, Kansas","5375",
"0500000US20079","Harvey County, Kansas","32896",
"0500000US20081","Haskell County, Kansas","3731",
"0500000US20083","Hodgeman County, Kansas","1705",
"0500000US20085","Jackson County, Kansas","13030",
"0500000US20087","Jefferson County, Kansas","18186",
"0500000US20089","Jewell County, Kansas","2913",
"0500000US20091","Johnson County, Kansas","604182",
"0500000US20093","Kearny County, Kansas","3922",
"0500000US20095","Kingman County, Kansas","7356",
"0500000US20097","Kiowa County, Kansas","2280",
"0500000US20099","Labette County, Kansas","19782",
"0500000US20101","Lane County, Kansas","1557",
"0500000US20103","Leavenworth County, Kansas","75780",
"0500000US20105","Lincoln County, Kansas","2894",
"0500000US20107","Linn County, Kansas","9578",
"0500000US20109","Logan County, Kansas","2741",
"0500000US20111","Lyon County, Kansas","30942",
"0500000US20113","McPherson County, Kansas","28300",
"0500000US20115","Marion County, Kansas","11219",
"0500000US20117","Marshall County, Kansas","9856",
"0500000US20119","Meade County, Kansas","3974",
"0500000US20121","Miami County, Kansas","33721",
"0500000US20123","Mitchell County, Kansas","5671",
"0500000US20125","Montgomery County, Kansas","30705",
"0500000US20127","Morris County, Kansas","5306",
"0500000US20129","Morton County, Kansas","2644",
"0500000US20131","Nemaha County, Kansas","10017",
"0500000US20133","Neosho County, Kansas","15476",
"0500000US20135","Ness County, Kansas","2605",
"0500000US20137","Norton County, Kansas","4508",
"0500000US20139","Osage County, Kansas","15620",
"0500000US20141","Osborne County, Kansas","3397",
"0500000US20143","Ottawa County, Kansas","5620",
"0500000US20145","Pawnee County, Kansas","5530",
"0500000US20147","Phillips County, Kansas","4920",
"0500000US20149","Pottawatomie County, Kansas","25014",
"0500000US20151","Pratt County, Kansas","8649",
"0500000US20153","Rawlins County, Kansas","2524",
"0500000US20155","Reno County, Kansas","59083",
"0500000US20157","Republic County, Kansas","4616",
"0500000US20159","Rice County, Kansas","8948",
"0500000US20161","Riley County, Kansas","60761",
"0500000US20163","Rooks County, Kansas","4723",
"0500000US20165","Rush County, Kansas","2881",
"0500000US20167","Russell County, Kansas","6585",
"0500000US20169","Saline County, Kansas","52749",
"0500000US20171","Scott County, Kansas","5078",
"0500000US20173","Sedgwick County, Kansas","512740",
"0500000US20175","Seward County, Kansas","21640",
"0500000US20177","Shawnee County, Kansas","174305",
"0500000US20179","Sheridan County, Kansas","2409",
"0500000US20181","Sherman County, Kansas","5675",
"0500000US20183","Smith County, Kansas","3511",
"0500000US20185","Stafford County, Kansas","3981",
"0500000US20187","Stanton County, Kansas","2051",
"0500000US20189","Stevens County, Kansas","5186",
"0500000US20191","Sumner County, Kansas","22070",
"0500000US20193","Thomas County, Kansas","7544",
"0500000US20195","Trego County, Kansas","2767",
"0500000US20197","Wabaunsee County, Kansas","6694",
"0500000US20199","Wallace County, Kansas","1488",
"0500000US20201","Washington County, Kansas","5418",
"0500000US20203","Wichita County, Kansas","2133",
"0500000US20205","Wilson County, Kansas","8479",
"0500000US20207","Woodson County, Kansas","3065",
"0500000US20209","Wyandotte County, Kansas","166259",
"0500000US21001","Adair County, Kentucky","17763",
"0500000US21003","Allen County, Kentucky","20419",
"0500000US21005","Anderson County, Kentucky","23753",
"0500000US21007","Ballard County, Kentucky","7607",
"0500000US21009","Barren County, Kentucky","43868",
"0500000US21011","Bath County, Kentucky","12657",
"0500000US21013","Bell County, Kentucky","23384",
"0500000US21015","Boone County, Kentucky","134633",
"0500000US21017","Bourbon County, Kentucky","20150",
"0500000US21019","Boyd County, Kentucky","45978",
"0500000US21021","Boyle County, Kentucky","27680",
"0500000US21023","Bracken County, Kentucky","8372",
"0500000US21025","Breathitt County, Kentucky","13441",
"0500000US21027","Breckinridge County, Kentucky","20133",
"0500000US21029","Bullitt County, Kentucky","82070",
"0500000US21031","Butler County, Kentucky","12229",
"0500000US21033","Caldwell County, Kentucky","12420",
"0500000US21035","Calloway County, Kentucky","33842",
"0500000US21037","Campbell County, Kentucky","90544",
"0500000US21039","Carlisle County, Kentucky","4770",
"0500000US21041","Carroll County, Kentucky","10505",
"0500000US21043","Carter County, Kentucky","25984",
"0500000US21045","Casey County, Kentucky","15496",
"0500000US21047","Christian County, Kentucky","67895",
"0500000US21049","Clark County, Kentucky","36513",
"0500000US21051","Clay County, Kentucky","18779",
"0500000US21053","Clinton County, Kentucky","9121",
"0500000US21055","Crittenden County, Kentucky","8729",
"0500000US21057","Cumberland County, Kentucky","5796",
"0500000US21059","Daviess County, Kentucky","100812",
"0500000US21061","Edmonson County, Kentucky","11964",
"0500000US21063","Elliott County, Kentucky","6240",
"0500000US21065","Estill County, Kentucky","14060",
"0500000US21067","Fayette County, Kentucky","309060",
"0500000US21069","Fleming County, Kentucky","14919",
"0500000US21071","Floyd County, Kentucky","35661",
"0500000US21073","Franklin County, Kentucky","49876",
"0500000US21075","Fulton County, Kentucky","5978",
"0500000US21077","Gallatin County, Kentucky","8576",
"0500000US21079","Garrard County, Kentucky","16819",
"0500000US21081","Grant County, Kentucky","24612",
"0500000US21083","Graves County, Kentucky","36271",
"0500000US21085","Grayson County, Kentucky","25661",
"0500000US21087","Green County, Kentucky","11012",
"0500000US21089","Greenup County, Kentucky","35398",
"0500000US21091","Hancock County, Kentucky","9010",
"0500000US21093","Hardin County, Kentucky","108146",
"0500000US21095","Harlan County, Kentucky","26266",
"0500000US21097","Harrison County, Kentucky","18391",
"0500000US21099","Hart County, Kentucky","19055",
"0500000US21101","Henderson County, Kentucky","43797",
"0500000US21103","Henry County, Kentucky","15591",
"0500000US21105","Hickman County, Kentucky","4404",
"0500000US21107","Hopkins County, Kentucky","44425",
"0500000US21109","Jackson County, Kentucky","12858",
"0500000US21111","Jefferson County, Kentucky","767065",
"0500000US21113","Jessamine County, Kentucky","51486",
"0500000US21115","Johnson County, Kentucky","22305",
"0500000US21117","Kenton County, Kentucky","167251",
"0500000US21119","Knott County, Kentucky","13746",
"0500000US21121","Knox County, Kentucky","29291",
"0500000US21123","Larue County, Kentucky","14719",
"0500000US21125","Laurel County, Kentucky","61534",
"0500000US21127","Lawrence County, Kentucky","16156",
"0500000US21129","Lee County, Kentucky","6252",
"0500000US21131","Leslie County, Kentucky","10196",
"0500000US21133","Letcher County, Kentucky","21222",
"0500000US21135","Lewis County, Kentucky","12938",
"0500000US21137","Lincoln County, Kentucky","24097",
"0500000US21139","Livingston County, Kentucky","8825",
"0500000US21141","Logan County, Kentucky","27093",
"0500000US21143","Lyon County, Kentucky","7098",
"0500000US21145","McCracken County, Kentucky","65731",
"0500000US21147","McCreary County, Kentucky","15201",
"0500000US21149","McLean County, Kentucky","9075",
"0500000US21151","Madison County, Kentucky","86905",
"0500000US21153","Magoffin County, Kentucky","11512",
"0500000US21155","Marion County, Kentucky","19042",
"0500000US21157","Marshall County, Kentucky","31212",
"0500000US21159","Martin County, Kentucky","9887",
"0500000US21161","Mason County, Kentucky","16865",
"0500000US21163","Meade County, Kentucky","29773",
"0500000US21165","Menifee County, Kentucky","6051",
"0500000US21167","Mercer County, Kentucky","22372",
"0500000US21169","Metcalfe County, Kentucky","10193",
"0500000US21171","Monroe County, Kentucky","11229",
"0500000US21173","Montgomery County, Kentucky","27799",
"0500000US21175","Morgan County, Kentucky","11927",
"0500000US21177","Muhlenberg County, Kentucky","29214",
"0500000US21179","Nelson County, Kentucky","46089",
"0500000US21181","Nicholas County, Kentucky","7434",
"0500000US21183","Ohio County, Kentucky","23533",
"0500000US21185","Oldham County, Kentucky","63673",
"0500000US21187","Owen County, Kentucky","11180",
"0500000US21189","Owsley County, Kentucky","3965",
"0500000US21191","Pendleton County, Kentucky","14450",
"0500000US21193","Perry County, Kentucky","27822",
"0500000US21195","Pike County, Kentucky","56850",
"0500000US21197","Powell County, Kentucky","12824",
"0500000US21199","Pulaski County, Kentucky","63874",
"0500000US21201","Robertson County, Kentucky","2138",
"0500000US21203","Rockcastle County, Kentucky","15717",
"0500000US21205","Rowan County, Kentucky","21491",
"0500000US21207","Russell County, Kentucky","17766",
"0500000US21209","Scott County, Kentucky","56054",
"0500000US21211","Shelby County, Kentucky","46902",
"0500000US21213","Simpson County, Kentucky","19061",
"0500000US21215","Spencer County, Kentucky","19402",
"0500000US21217","Taylor County, Kentucky","24607",
"0500000US21219","Todd County, Kentucky","12094",
"0500000US21221","Trigg County, Kentucky","13989",
"0500000US21223","Trimble County, Kentucky","8428",
"0500000US21225","Union County, Kentucky","13084",
"0500000US21227","Warren County, Kentucky","128673",
"0500000US21229","Washington County, Kentucky","11719",
"0500000US21231","Wayne County, Kentucky","19229",
"0500000US21233","Webster County, Kentucky","12633",
"0500000US21235","Whitley County, Kentucky","34839",
"0500000US21237","Wolfe County, Kentucky","6441",
"0500000US21239","Woodford County, Kentucky","26311",
"0500000US22001","Acadia Parish, Louisiana","56877",
"0500000US22003","Allen Parish, Louisiana","19940",
"0500000US22005","Ascension Parish, Louisiana","125872",
"0500000US22007","Assumption Parish, Louisiana","20879",
"0500000US22009","Avoyelles Parish, Louisiana","36896",
"0500000US22011","Beauregard Parish, Louisiana","35487",
"0500000US22013","Bienville Parish, Louisiana","12663",
"0500000US22015","Bossier Parish, Louisiana","126572",
"0500000US22017","Caddo Parish, Louisiana","233769",
"0500000US22019","Calcasieu Parish, Louisiana","214169",
"0500000US22021","Caldwell Parish, Louisiana","8919",
"0500000US22023","Cameron Parish, Louisiana","5593",
"0500000US22025","Catahoula Parish, Louisiana","8413",
"0500000US22027","Claiborne Parish, Louisiana","12365",
"0500000US22029","Concordia Parish, Louisiana","17815",
"0500000US22031","De Soto Parish, Louisiana","26515",
"0500000US22033","East Baton Rouge Parish, Louisiana","439445",
"0500000US22035","East Carroll Parish, Louisiana","5812",
"0500000US22037","East Feliciana Parish, Louisiana","16712",
"0500000US22039","Evangeline Parish, Louisiana","30911",
"0500000US22041","Franklin Parish, Louisiana","19437",
"0500000US22043","Grant Parish, Louisiana","19229",
"0500000US22045","Iberia Parish, Louisiana","69260",
"0500000US22047","Iberville Parish, Louisiana","27468",
"0500000US22049","Jackson Parish, Louisiana","14350",
"0500000US22051","Jefferson Parish, Louisiana","437828",
"0500000US22053","Jefferson Davis Parish, Louisiana","31572",
"0500000US22055","Lafayette Parish, Louisiana","238971",
"0500000US22057","Lafourche Parish, Louisiana","95106",
"0500000US22059","LaSalle Parish, Louisiana","12827",
"0500000US22061","Lincoln Parish, Louisiana","43108",
"0500000US22063","Livingston Parish, Louisiana","141214",
"0500000US22065","Madison Parish, Louisiana","9208",
"0500000US22067","Morehouse Parish, Louisiana","24489",
"0500000US22069","Natchitoches Parish, Louisiana","35391",
"0500000US22071","Orleans Parish, Louisiana","368463",
"0500000US22073","Ouachita Parish, Louisiana","155100",
"0500000US22075","Plaquemines Parish, Louisiana","22730",
"0500000US22077","Pointe Coupee Parish, Louisiana","20604",
"0500000US22079","Rapides Parish, Louisiana","126701",
"0500000US22081","Red River Parish, Louisiana","7464",
"0500000US22083","Richland Parish, Louisiana","19039",
"0500000US22085","Sabine Parish, Louisiana","21816",
"0500000US22087","St. Bernard Parish, Louisiana","43531",
"0500000US22089","St. Charles Parish, Louisiana","51956",
"0500000US22091","St. Helena Parish, Louisiana","10818",
"0500000US22093","St. James Parish, Louisiana","20037",
"0500000US22095","St. John the Baptist Parish, Louisiana","42101",
"0500000US22097","St. Landry Parish, Louisiana","81326",
"0500000US22099","St. Martin Parish, Louisiana","51473",
"0500000US22101","St. Mary Parish, Louisiana","48716",
"0500000US22103","St. Tammany Parish, Louisiana","262047",
"0500000US22105","Tangipahoa Parish, Louisiana","128688",
"0500000US22107","Tensas Parish, Louisiana","4147",
"0500000US22109","Terrebonne Parish, Louisiana","108552",
"0500000US22111","Union Parish, Louisiana","20694",
"0500000US22113","Vermilion Parish, Louisiana","56808",
"0500000US22115","Vernon Parish, Louisiana","47019",
"0500000US22117","Washington Parish, Louisiana","43707",
"0500000US22119","Webster Parish, Louisiana","36563",
"0500000US22121","West Baton Rouge Parish, Louisiana","26586",
"0500000US22123","West Carroll Parish, Louisiana","9702",
"0500000US22125","West Feliciana Parish, Louisiana","9910",
"0500000US22127","Winn Parish, Louisiana","12254",
"0500000US23001","Androscoggin County, Maine","106817",
"0500000US23003","Aroostook County, Maine","65546",
"0500000US23005","Cumberland County, Maine","294062",
"0500000US23007","Franklin County, Maine","28280",
"0500000US23009","Hancock County, Maine","54119",
"0500000US23011","Kennebec County, Maine","120254",
"0500000US23013","Knox County, Maine","39106",
"0500000US23015","Lincoln County, Maine","34650",
